id,winter-percent,latitude
1,0.8489208633093525,40.9311988
2,0.8080808080808081,39.8255413
3,0.4857142857142857,44.7438686
4,0.4107142857142857,43.1826322
5,0.391304347826087,37.4245956
6,0.3555555555555556,40.6141291
7,0.1395348837209302,33.233898
8,0.4666666666666667,38.8573662
9,0.34375,40.732973
10,0.5238095238095238,42.4609398
11,0.4827586206896552,40.6793192
12,0.4418604651162791,40.6251281
13,0.6,42.830629
14,0.4827586206896552,50.1738294
15,0.5,40.7967917
16,0.4230769230769231,45.0921321
17,0.5769230769230769,42.523758
18,0.4230769230769231,42.3142948
19,0.6956521739130435,35.7821867
20,0.8214285714285714,40.9014222
21,0.6666666666666667,39.9658603
22,0.4285714285714286,51.1908339
23,0.7619047619047619,40.4181266
24,0.4444444444444444,40.5716175
25,0.5294117647058824,42.4094032
26,0.5789473684210527,39.6890151
27,0.4117647058823529,41.7555391
28,0.2941176470588235,41.2109112
29,0.6,40.0247794
30,0.6842105263157895,47.812527
31,0.4666666666666667,45.9364617
32,0.2142857142857143,30.304515
33,0.3333333333333333,43.124424
34,0.6,48.5143473
35,0.2777777777777778,42.8156259
36,0.2,41.2097196
37,0.1538461538461538,34.1666754
38,0.9285714285714286,39.1014751
39,1.0,42.7245868
40,0.5714285714285714,39.9979137
41,0.5333333333333333,43.0208392
42,0.4166666666666667,41.9735597
43,0.5833333333333333,40.1091208
44,0.8333333333333333,43.6078333
45,0.4545454545454545,40.33607
46,0.4285714285714286,41.5830468
47,0.4545454545454545,37.0699814
48,0.8,41.901251
49,0.6,35.6800912
50,0.4,48.5224835
51,0.6428571428571429,39.8921524
52,0.7142857142857143,41.6818106
53,0.5,39.9335365
54,0.2222222222222222,40.290503
55,0.625,42.7669782
56,0.75,38.9097387
57,0.3333333333333333,34.7159524
58,0.625,49.159641
59,0.9090909090909091,39.9362979
60,0.5714285714285714,41.6904499
61,0.0,41.2634599
62,0.5,43.0315284
63,0.8571428571428571,43.5128603
64,0.2857142857142857,40.2467673
65,0.6,40.1213254
66,0.4,45.5100569
67,0.2,34.6229744
68,0.5,39.303483
69,0.5,40.0588008
70,0.3333333333333333,42.7669782
71,0.3333333333333333,40.7674513
72,0.0,50.2400127
73,0.6666666666666667,35.243478
74,0.0,39.6528658
75,0.3333333333333333,40.6834005
